seq,title,year,doi,doi_link,google_scholar,openalex_search,unpaywall_api
211,Country of brand origin positioning and financial performance: effects on internationalized companies from an emerging market,2023,10.1108/ijoem-11-2020-1423,https://doi.org/10.1108/ijoem-11-2020-1423,https://scholar.google.com/scholar?q=Country%20of%20brand%20origin%20positioning%20and%20financial%20performance%3A%20effects%20on%20internationalized%20companies%20from%20an%20emerging%20market,https://openalex.org/works?search=Country%20of%20brand%20origin%20positioning%20and%20financial%20performance%3A%20effects%20on%20internationalized%20companies%20from%20an%20emerging%20market,https://api.unpaywall.org/v2/10.1108%2Fijoem-11-2020-1423
212,Dynamic capability of the firm: analysis of the impact of internationalisation on SME performance in an emerging economy,2023,10.1108/ijoem-02-2021-0236,https://doi.org/10.1108/ijoem-02-2021-0236,https://scholar.google.com/scholar?q=Dynamic%20capability%20of%20the%20firm%3A%20analysis%20of%20the%20impact%20of%20internationalisation%20on%20SME%20performance%20in%20an%20emerging%20economy,https://openalex.org/works?search=Dynamic%20capability%20of%20the%20firm%3A%20analysis%20of%20the%20impact%20of%20internationalisation%20on%20SME%20performance%20in%20an%20emerging%20economy,https://api.unpaywall.org/v2/10.1108%2Fijoem-02-2021-0236
214,Role of imported raw materials in the performance of inward foreign direct investments in Ethiopia,2023,10.1108/ijoem-09-2020-1097,https://doi.org/10.1108/ijoem-09-2020-1097,https://scholar.google.com/scholar?q=Role%20of%20imported%20raw%20materials%20in%20the%20performance%20of%20inward%20foreign%20direct%20investments%20in%20Ethiopia,https://openalex.org/works?search=Role%20of%20imported%20raw%20materials%20in%20the%20performance%20of%20inward%20foreign%20direct%20investments%20in%20Ethiopia,https://api.unpaywall.org/v2/10.1108%2Fijoem-09-2020-1097
222,Learning-by-exporting vs. self-selection in Ecuadorian manufacturing firms: Evidence from different industry classifications,2023,10.1080/09638199.2022.2094451,https://doi.org/10.1080/09638199.2022.2094451,https://scholar.google.com/scholar?q=Learning-by-exporting%20vs.%20self-selection%20in%20Ecuadorian%20manufacturing%20firms%3A%20Evidence%20from%20different%20industry%20classifications,https://openalex.org/works?search=Learning-by-exporting%20vs.%20self-selection%20in%20Ecuadorian%20manufacturing%20firms%3A%20Evidence%20from%20different%20industry%20classifications,https://api.unpaywall.org/v2/10.1080%2F09638199.2022.2094451
224,Outward FDI and productivity promotion of exporting firms: firm-level evidence from China,2022,10.1108/ijoem-07-2020-0795,https://doi.org/10.1108/ijoem-07-2020-0795,https://scholar.google.com/scholar?q=Outward%20FDI%20and%20productivity%20promotion%20of%20exporting%20firms%3A%20firm-level%20evidence%20from%20China,https://openalex.org/works?search=Outward%20FDI%20and%20productivity%20promotion%20of%20exporting%20firms%3A%20firm-level%20evidence%20from%20China,https://api.unpaywall.org/v2/10.1108%2Fijoem-07-2020-0795
226,Unbundling the Effects of Internationalization on Firm Performance in Emerging Economies: The Moderating Effects of Strategic Resource Decisions,2022,10.1177/1069031x211030686,https://doi.org/10.1177/1069031x211030686,https://scholar.google.com/scholar?q=Unbundling%20the%20Effects%20of%20Internationalization%20on%20Firm%20Performance%20in%20Emerging%20Economies%3A%20The%20Moderating%20Effects%20of%20Strategic%20Resource%20Decisions,https://openalex.org/works?search=Unbundling%20the%20Effects%20of%20Internationalization%20on%20Firm%20Performance%20in%20Emerging%20Economies%3A%20The%20Moderating%20Effects%20of%20Strategic%20Resource%20Decisions,https://api.unpaywall.org/v2/10.1177%2F1069031x211030686
228,Internationalization and Productivity of Construction Firms in a Developing Country: The Effect of Institutional Environment and Ownership on Malaysian Construction Firms,2022,10.1061/(asce)me.1943-5479.0000985,https://doi.org/10.1061/(asce)me.1943-5479.0000985,https://scholar.google.com/scholar?q=Internationalization%20and%20Productivity%20of%20Construction%20Firms%20in%20a%20Developing%20Country%3A%20The%20Effect%20of%20Institutional%20Environment%20and%20Ownership%20on%20Malaysian%20Construction%20Firms,https://openalex.org/works?search=Internationalization%20and%20Productivity%20of%20Construction%20Firms%20in%20a%20Developing%20Country%3A%20The%20Effect%20of%20Institutional%20Environment%20and%20Ownership%20on%20Malaysian%20Construction%20Firms,https://api.unpaywall.org/v2/10.1061%2F%28asce%29me.1943-5479.0000985
234,The dual mechanism of social networks on the relationship between internationalization and firm performance: Empirical evidence from china,2022,10.1371/journal.pone.0263674,https://doi.org/10.1371/journal.pone.0263674,https://scholar.google.com/scholar?q=The%20dual%20mechanism%20of%20social%20networks%20on%20the%20relationship%20between%20internationalization%20and%20firm%20performance%3A%20Empirical%20evidence%20from%20china,https://openalex.org/works?search=The%20dual%20mechanism%20of%20social%20networks%20on%20the%20relationship%20between%20internationalization%20and%20firm%20performance%3A%20Empirical%20evidence%20from%20china,https://api.unpaywall.org/v2/10.1371%2Fjournal.pone.0263674
247,Speed of internationalization and firm performance: the moderating role of potential slack and knowledge assets,2021,10.1108/cms-06-2020-0249,https://doi.org/10.1108/cms-06-2020-0249,https://scholar.google.com/scholar?q=Speed%20of%20internationalization%20and%20firm%20performance%3A%20the%20moderating%20role%20of%20potential%20slack%20and%20knowledge%20assets,https://openalex.org/works?search=Speed%20of%20internationalization%20and%20firm%20performance%3A%20the%20moderating%20role%20of%20potential%20slack%20and%20knowledge%20assets,https://api.unpaywall.org/v2/10.1108%2Fcms-06-2020-0249
252,"Chinese multinationals' fast internationalization: Financial performance advantage in one region, disadvantage in another",2020,10.1057/s41267-019-00279-9,https://doi.org/10.1057/s41267-019-00279-9,https://scholar.google.com/scholar?q=Chinese%20multinationals%27%20fast%20internationalization%3A%20Financial%20performance%20advantage%20in%20one%20region%2C%20disadvantage%20in%20another,https://openalex.org/works?search=Chinese%20multinationals%27%20fast%20internationalization%3A%20Financial%20performance%20advantage%20in%20one%20region%2C%20disadvantage%20in%20another,https://api.unpaywall.org/v2/10.1057%2Fs41267-019-00279-9
253,Relationship between Internationalization and Financial Performance: Evidence from ENR-Listed Chinese Firms,2020,10.1061/(asce)me.1943-5479.0000736,https://doi.org/10.1061/(asce)me.1943-5479.0000736,https://scholar.google.com/scholar?q=Relationship%20between%20Internationalization%20and%20Financial%20Performance%3A%20Evidence%20from%20ENR-Listed%20Chinese%20Firms,https://openalex.org/works?search=Relationship%20between%20Internationalization%20and%20Financial%20Performance%3A%20Evidence%20from%20ENR-Listed%20Chinese%20Firms,https://api.unpaywall.org/v2/10.1061%2F%28asce%29me.1943-5479.0000736
263,"Internationalization speed, resources and performance: Evidence from Indian software industry",2019,10.1016/j.jbusres.2018.09.019,https://doi.org/10.1016/j.jbusres.2018.09.019,https://scholar.google.com/scholar?q=Internationalization%20speed%2C%20resources%20and%20performance%3A%20Evidence%20from%20Indian%20software%20industry,https://openalex.org/works?search=Internationalization%20speed%2C%20resources%20and%20performance%3A%20Evidence%20from%20Indian%20software%20industry,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2018.09.019
266,Outward FDI and profitability of emerging economy firms: Diversifying from home resource dependence in early stage internationalization,2019,10.1016/j.jwb.2019.04.002,https://doi.org/10.1016/j.jwb.2019.04.002,https://scholar.google.com/scholar?q=Outward%20FDI%20and%20profitability%20of%20emerging%20economy%20firms%3A%20Diversifying%20from%20home%20resource%20dependence%20in%20early%20stage%20internationalization,https://openalex.org/works?search=Outward%20FDI%20and%20profitability%20of%20emerging%20economy%20firms%3A%20Diversifying%20from%20home%20resource%20dependence%20in%20early%20stage%20internationalization,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2019.04.002
267,Foreign direct investment productivity premium and foreign affiliates' heterogeneity: A comparison between advanced and emerging market overseas investments in the EU,2019,10.1111/twec.12837,https://doi.org/10.1111/twec.12837,https://scholar.google.com/scholar?q=Foreign%20direct%20investment%20productivity%20premium%20and%20foreign%20affiliates%27%20heterogeneity%3A%20A%20comparison%20between%20advanced%20and%20emerging%20market%20overseas%20investments%20in%20the%20EU,https://openalex.org/works?search=Foreign%20direct%20investment%20productivity%20premium%20and%20foreign%20affiliates%27%20heterogeneity%3A%20A%20comparison%20between%20advanced%20and%20emerging%20market%20overseas%20investments%20in%20the%20EU,https://api.unpaywall.org/v2/10.1111%2Ftwec.12837
268,"R&D internationalization, product diversification and international performance for emerging market enterprises: An empirical study on Chinese enterprises",2019,10.1016/j.emj.2018.11.003,https://doi.org/10.1016/j.emj.2018.11.003,https://scholar.google.com/scholar?q=R%26D%20internationalization%2C%20product%20diversification%20and%20international%20performance%20for%20emerging%20market%20enterprises%3A%20An%20empirical%20study%20on%20Chinese%20enterprises,https://openalex.org/works?search=R%26D%20internationalization%2C%20product%20diversification%20and%20international%20performance%20for%20emerging%20market%20enterprises%3A%20An%20empirical%20study%20on%20Chinese%20enterprises,https://api.unpaywall.org/v2/10.1016%2Fj.emj.2018.11.003
269,The Relative Effects of Entrepreneurial Characteristics and Government Support on the Internationalisation and Performance of Malaysian SMEs,2019,10.21002/seam.v13i1.10757,https://doi.org/10.21002/seam.v13i1.10757,https://scholar.google.com/scholar?q=The%20Relative%20Effects%20of%20Entrepreneurial%20Characteristics%20and%20Government%20Support%20on%20the%20Internationalisation%20and%20Performance%20of%20Malaysian%20SMEs,https://openalex.org/works?search=The%20Relative%20Effects%20of%20Entrepreneurial%20Characteristics%20and%20Government%20Support%20on%20the%20Internationalisation%20and%20Performance%20of%20Malaysian%20SMEs,https://api.unpaywall.org/v2/10.21002%2Fseam.v13i1.10757
286,Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,2018,10.3390/admsci8040064,https://doi.org/10.3390/admsci8040064,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Vietnamese%20Manufacturing%20Firms%3A%20Does%20Organizational%20Slack%20Matter%3F,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Vietnamese%20Manufacturing%20Firms%3A%20Does%20Organizational%20Slack%20Matter%3F,https://api.unpaywall.org/v2/10.3390%2Fadmsci8040064
295,lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,2017,10.1016/j.cjar.2017.05.001,https://doi.org/10.1016/j.cjar.2017.05.001,https://scholar.google.com/scholar?q=lInfluence%20of%20Chinese%20entrepreneurial%20companies%27%20internationalization%20on%20independent%20innovation%3A%20Input%20incentive%20effect%20and%20efficiency%20improvement%20effect,https://openalex.org/works?search=lInfluence%20of%20Chinese%20entrepreneurial%20companies%27%20internationalization%20on%20independent%20innovation%3A%20Input%20incentive%20effect%20and%20efficiency%20improvement%20effect,https://api.unpaywall.org/v2/10.1016%2Fj.cjar.2017.05.001
299,Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,2016,10.1016/j.jwb.2015.09.002,https://doi.org/10.1016/j.jwb.2015.09.002,https://scholar.google.com/scholar?q=Internationalization%20and%20innovation%20performance%20of%20emerging%20market%20enterprises%3A%20The%20role%20of%20host-country%20institutional%20development,https://openalex.org/works?search=Internationalization%20and%20innovation%20performance%20of%20emerging%20market%20enterprises%3A%20The%20role%20of%20host-country%20institutional%20development,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2015.09.002
301,EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,2016,10.1371/journal.pone.0162175,https://doi.org/10.1371/journal.pone.0162175,https://scholar.google.com/scholar?q=EO-Performance%20relationships%20in%20Reverse%20Internationalization%20by%20Chinese%20Global%20Startup%20OEMs%3A%20Social%20Networks%20and%20Strategic%20Flexibility,https://openalex.org/works?search=EO-Performance%20relationships%20in%20Reverse%20Internationalization%20by%20Chinese%20Global%20Startup%20OEMs%3A%20Social%20Networks%20and%20Strategic%20Flexibility,https://api.unpaywall.org/v2/10.1371%2Fjournal.pone.0162175
303,"Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises",2016,10.1080/10669868.2016.1215667,https://doi.org/10.1080/10669868.2016.1215667,https://scholar.google.com/scholar?q=Founding%20Environment%2C%20Inward%20Internationalization%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20Chinese%20Private%20Enterprises,https://openalex.org/works?search=Founding%20Environment%2C%20Inward%20Internationalization%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20Chinese%20Private%20Enterprises,https://api.unpaywall.org/v2/10.1080%2F10669868.2016.1215667
308,Export marketing assistance and early internationalizing firm performance Does export commitment matter?,2015,10.1108/apjml-03-2014-0045,https://doi.org/10.1108/apjml-03-2014-0045,https://scholar.google.com/scholar?q=Export%20marketing%20assistance%20and%20early%20internationalizing%20firm%20performance%20Does%20export%20commitment%20matter%3F,https://openalex.org/works?search=Export%20marketing%20assistance%20and%20early%20internationalizing%20firm%20performance%20Does%20export%20commitment%20matter%3F,https://api.unpaywall.org/v2/10.1108%2Fapjml-03-2014-0045
313,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,2015,10.1017/mor.2015.32,https://doi.org/10.1017/mor.2015.32,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Chinese%20Family%20Firms%3A%20The%20Moderating%20Role%20of%20Corporate%20Governance,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Chinese%20Family%20Firms%3A%20The%20Moderating%20Role%20of%20Corporate%20Governance,https://api.unpaywall.org/v2/10.1017%2Fmor.2015.32
320,Chinese Outward Foreign Direct Investment Performance: The Role of Learning,2014,10.1017/s1740877600004381,https://doi.org/10.1017/s1740877600004381,https://scholar.google.com/scholar?q=Chinese%20Outward%20Foreign%20Direct%20Investment%20Performance%3A%20The%20Role%20of%20Learning,https://openalex.org/works?search=Chinese%20Outward%20Foreign%20Direct%20Investment%20Performance%3A%20The%20Role%20of%20Learning,https://api.unpaywall.org/v2/10.1017%2Fs1740877600004381
325,Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,2013,10.1016/j.intman.2012.12.003,https://doi.org/10.1016/j.intman.2012.12.003,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Firms%20in%20China%3A%20Moderating%20Effects%20of%20Governance%20Structure%20and%20the%20Degree%20of%20Centralized%20Control,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Firms%20in%20China%3A%20Moderating%20Effects%20of%20Governance%20Structure%20and%20the%20Degree%20of%20Centralized%20Control,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2012.12.003
342,Internationalization and Company Performance: A Study of Emerging Russian Multinationals,2009,10.1108/1525383x200900014,https://doi.org/10.1108/1525383x200900014,https://scholar.google.com/scholar?q=Internationalization%20and%20Company%20Performance%3A%20A%20Study%20of%20Emerging%20Russian%20Multinationals,https://openalex.org/works?search=Internationalization%20and%20Company%20Performance%3A%20A%20Study%20of%20Emerging%20Russian%20Multinationals,https://api.unpaywall.org/v2/10.1108%2F1525383x200900014
344,"Subsidiary size, internationalization, product diversification, and performance in an emerging market",2008,10.1108/02651330810915556,https://doi.org/10.1108/02651330810915556,https://scholar.google.com/scholar?q=Subsidiary%20size%2C%20internationalization%2C%20product%20diversification%2C%20and%20performance%20in%20an%20emerging%20market,https://openalex.org/works?search=Subsidiary%20size%2C%20internationalization%2C%20product%20diversification%2C%20and%20performance%20in%20an%20emerging%20market,https://api.unpaywall.org/v2/10.1108%2F02651330810915556
460,"Exporting Like China: Productivity, Market Demand, and Labor Frictions",2026,10.1111/iere.70042,https://doi.org/10.1111/iere.70042,https://scholar.google.com/scholar?q=Exporting%20Like%20China%3A%20Productivity%2C%20Market%20Demand%2C%20and%20Labor%20Frictions,https://openalex.org/works?search=Exporting%20Like%20China%3A%20Productivity%2C%20Market%20Demand%2C%20and%20Labor%20Frictions,https://api.unpaywall.org/v2/10.1111%2Fiere.70042
468,"Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia",2023,10.1016/j.dib.2023.109112,https://doi.org/10.1016/j.dib.2023.109112,https://scholar.google.com/scholar?q=Survey%20data%20on%20organizational%20resources%20and%20capabilities%2C%20export%20marketing%20strategy%2C%20export%20competitiveness%2C%20and%20firm%20performance%20in%20exporting%20firms%20in%20Indonesia,https://openalex.org/works?search=Survey%20data%20on%20organizational%20resources%20and%20capabilities%2C%20export%20marketing%20strategy%2C%20export%20competitiveness%2C%20and%20firm%20performance%20in%20exporting%20firms%20in%20Indonesia,https://api.unpaywall.org/v2/10.1016%2Fj.dib.2023.109112
469,Liabilities of origin and its influence on firm's corporate social performance? A study of emerging market multinational corporations,2023,10.1002/tie.22354,https://doi.org/10.1002/tie.22354,https://scholar.google.com/scholar?q=Liabilities%20of%20origin%20and%20its%20influence%20on%20firm%27s%20corporate%20social%20performance%3F%20A%20study%20of%20emerging%20market%20multinational%20corporations,https://openalex.org/works?search=Liabilities%20of%20origin%20and%20its%20influence%20on%20firm%27s%20corporate%20social%20performance%3F%20A%20study%20of%20emerging%20market%20multinational%20corporations,https://api.unpaywall.org/v2/10.1002%2Ftie.22354
475,A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,2020,10.3390/su12145508,https://doi.org/10.3390/su12145508,https://scholar.google.com/scholar?q=A%20Patulous%20Progress%3A%20International%20Entrepreneurship%20Effects%20on%20Chinese%20Born-Global%20Firm%20Performance,https://openalex.org/works?search=A%20Patulous%20Progress%3A%20International%20Entrepreneurship%20Effects%20on%20Chinese%20Born-Global%20Firm%20Performance,https://api.unpaywall.org/v2/10.3390%2Fsu12145508
476,Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,2020,10.21002/seam.v14i2.11771,https://doi.org/10.21002/seam.v14i2.11771,https://scholar.google.com/scholar?q=Do%20Export%20Activities%20Improve%20Small%20Firm%20Performance%3F%20Evidence%20from%20Indonesia,https://openalex.org/works?search=Do%20Export%20Activities%20Improve%20Small%20Firm%20Performance%3F%20Evidence%20from%20Indonesia,https://api.unpaywall.org/v2/10.21002%2Fseam.v14i2.11771
480,"Exporting, access of foreign technology, and firms' performance: Searching the link in Indian manufacturing",2018,10.1016/j.qref.2017.11.015,https://doi.org/10.1016/j.qref.2017.11.015,https://scholar.google.com/scholar?q=Exporting%2C%20access%20of%20foreign%20technology%2C%20and%20firms%27%20performance%3A%20Searching%20the%20link%20in%20Indian%20manufacturing,https://openalex.org/works?search=Exporting%2C%20access%20of%20foreign%20technology%2C%20and%20firms%27%20performance%3A%20Searching%20the%20link%20in%20Indian%20manufacturing,https://api.unpaywall.org/v2/10.1016%2Fj.qref.2017.11.015
484,Does Exporting Spur Firm Productivity? Evidence from Vietnam,2015,10.1355/ae32-1e,https://doi.org/10.1355/ae32-1e,https://scholar.google.com/scholar?q=Does%20Exporting%20Spur%20Firm%20Productivity%3F%20Evidence%20from%20Vietnam,https://openalex.org/works?search=Does%20Exporting%20Spur%20Firm%20Productivity%3F%20Evidence%20from%20Vietnam,https://api.unpaywall.org/v2/10.1355%2Fae32-1e
496,"Corporate governance, managers' independence, exporting, and performance of firms in transition economies",2007,10.2753/ree1540-496x430504,https://doi.org/10.2753/ree1540-496x430504,https://scholar.google.com/scholar?q=Corporate%20governance%2C%20managers%27%20independence%2C%20exporting%2C%20and%20performance%20of%20firms%20in%20transition%20economies,https://openalex.org/works?search=Corporate%20governance%2C%20managers%27%20independence%2C%20exporting%2C%20and%20performance%20of%20firms%20in%20transition%20economies,https://api.unpaywall.org/v2/10.2753%2Free1540-496x430504
24,Intellectual capital and new ventures early internationalization: Firm-level analysis of Austrian SMEs,2024,10.15678/eber.2024.120410,https://doi.org/10.15678/eber.2024.120410,https://scholar.google.com/scholar?q=Intellectual%20capital%20and%20new%20ventures%20early%20internationalization%3A%20Firm-level%20analysis%20of%20Austrian%20SMEs,https://openalex.org/works?search=Intellectual%20capital%20and%20new%20ventures%20early%20internationalization%3A%20Firm-level%20analysis%20of%20Austrian%20SMEs,https://api.unpaywall.org/v2/10.15678%2Feber.2024.120410
48,Internationalizing the Coopetition Construct: Quadratic Effects on Financial Performance Under Different Degrees of Export Intensity and an Export Geographical Scope,2021,10.1177/1069031x20988260,https://doi.org/10.1177/1069031x20988260,https://scholar.google.com/scholar?q=Internationalizing%20the%20Coopetition%20Construct%3A%20Quadratic%20Effects%20on%20Financial%20Performance%20Under%20Different%20Degrees%20of%20Export%20Intensity%20and%20an%20Export%20Geographical%20Scope,https://openalex.org/works?search=Internationalizing%20the%20Coopetition%20Construct%3A%20Quadratic%20Effects%20on%20Financial%20Performance%20Under%20Different%20Degrees%20of%20Export%20Intensity%20and%20an%20Export%20Geographical%20Scope,https://api.unpaywall.org/v2/10.1177%2F1069031x20988260
60,When strategic consensus matters: dynamic managerial capabilities and firm internationalization as seen by TMT,2020,10.1108/ccsm-09-2018-0134,https://doi.org/10.1108/ccsm-09-2018-0134,https://scholar.google.com/scholar?q=When%20strategic%20consensus%20matters%3A%20dynamic%20managerial%20capabilities%20and%20firm%20internationalization%20as%20seen%20by%20TMT,https://openalex.org/works?search=When%20strategic%20consensus%20matters%3A%20dynamic%20managerial%20capabilities%20and%20firm%20internationalization%20as%20seen%20by%20TMT,https://api.unpaywall.org/v2/10.1108%2Fccsm-09-2018-0134
61,"Strategic decision-making processes, international environmental munificence and the accelerated internationalization of SMEs",2020,10.1016/j.ibusrev.2020.101735,https://doi.org/10.1016/j.ibusrev.2020.101735,https://scholar.google.com/scholar?q=Strategic%20decision-making%20processes%2C%20international%20environmental%20munificence%20and%20the%20accelerated%20internationalization%20of%20SMEs,https://openalex.org/works?search=Strategic%20decision-making%20processes%2C%20international%20environmental%20munificence%20and%20the%20accelerated%20internationalization%20of%20SMEs,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2020.101735
67,The impact of SME internationalization on innovation: The mediating role of market and entrepreneurial orientation,2019,10.1016/j.indmarman.2019.01.008,https://doi.org/10.1016/j.indmarman.2019.01.008,https://scholar.google.com/scholar?q=The%20impact%20of%20SME%20internationalization%20on%20innovation%3A%20The%20mediating%20role%20of%20market%20and%20entrepreneurial%20orientation,https://openalex.org/works?search=The%20impact%20of%20SME%20internationalization%20on%20innovation%3A%20The%20mediating%20role%20of%20market%20and%20entrepreneurial%20orientation,https://api.unpaywall.org/v2/10.1016%2Fj.indmarman.2019.01.008
73,BUSINESS PERFORMANCE MANAGEMENT AND FDI: KEY DIFFERENCES BETWEEN FOREIGN AND DOMESTIC-OWNED FIRMS - A CASE OF SLOVAKIA,2018,10.3846/jbem.2018.1538,https://doi.org/10.3846/jbem.2018.1538,https://scholar.google.com/scholar?q=BUSINESS%20PERFORMANCE%20MANAGEMENT%20AND%20FDI%3A%20KEY%20DIFFERENCES%20BETWEEN%20FOREIGN%20AND%20DOMESTIC-OWNED%20FIRMS%20-%20A%20CASE%20OF%20SLOVAKIA,https://openalex.org/works?search=BUSINESS%20PERFORMANCE%20MANAGEMENT%20AND%20FDI%3A%20KEY%20DIFFERENCES%20BETWEEN%20FOREIGN%20AND%20DOMESTIC-OWNED%20FIRMS%20-%20A%20CASE%20OF%20SLOVAKIA,https://api.unpaywall.org/v2/10.3846%2Fjbem.2018.1538
82,Local Externalities and Firm Internationalisation,2017,10.1111/tesg.12224,https://doi.org/10.1111/tesg.12224,https://scholar.google.com/scholar?q=Local%20Externalities%20and%20Firm%20Internationalisation,https://openalex.org/works?search=Local%20Externalities%20and%20Firm%20Internationalisation,https://api.unpaywall.org/v2/10.1111%2Ftesg.12224
90,How does the geographic export diversification-performance relationship vary at different levels of export intensity?,2016,10.1016/j.ibusrev.2016.03.011,https://doi.org/10.1016/j.ibusrev.2016.03.011,https://scholar.google.com/scholar?q=How%20does%20the%20geographic%20export%20diversification-performance%20relationship%20vary%20at%20different%20levels%20of%20export%20intensity%3F,https://openalex.org/works?search=How%20does%20the%20geographic%20export%20diversification-performance%20relationship%20vary%20at%20different%20levels%20of%20export%20intensity%3F,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2016.03.011
97,INTERNATIONALISATION OF SMES AND SIMULTANEOUS STRATEGIES OF COOPERATION AND COMPETITION: AN EXPLORATORY ANALYSIS,2016,10.3846/16111699.2014.959040,https://doi.org/10.3846/16111699.2014.959040,https://scholar.google.com/scholar?q=INTERNATIONALISATION%20OF%20SMES%20AND%20SIMULTANEOUS%20STRATEGIES%20OF%20COOPERATION%20AND%20COMPETITION%3A%20AN%20EXPLORATORY%20ANALYSIS,https://openalex.org/works?search=INTERNATIONALISATION%20OF%20SMES%20AND%20SIMULTANEOUS%20STRATEGIES%20OF%20COOPERATION%20AND%20COMPETITION%3A%20AN%20EXPLORATORY%20ANALYSIS,https://api.unpaywall.org/v2/10.3846%2F16111699.2014.959040
117,Strategic capability configurations for the internationalization of SMEs: A study in equifinality,2013,10.1177/0266242610391325,https://doi.org/10.1177/0266242610391325,https://scholar.google.com/scholar?q=Strategic%20capability%20configurations%20for%20the%20internationalization%20of%20SMEs%3A%20A%20study%20in%20equifinality,https://openalex.org/works?search=Strategic%20capability%20configurations%20for%20the%20internationalization%20of%20SMEs%3A%20A%20study%20in%20equifinality,https://api.unpaywall.org/v2/10.1177%2F0266242610391325
123,"Export propensity, export intensity and firm performance: The role of the entrepreneurial founding team",2012,10.1057/jibs.2012.16,https://doi.org/10.1057/jibs.2012.16,https://scholar.google.com/scholar?q=Export%20propensity%2C%20export%20intensity%20and%20firm%20performance%3A%20The%20role%20of%20the%20entrepreneurial%20founding%20team,https://openalex.org/works?search=Export%20propensity%2C%20export%20intensity%20and%20firm%20performance%3A%20The%20role%20of%20the%20entrepreneurial%20founding%20team,https://api.unpaywall.org/v2/10.1057%2Fjibs.2012.16
127,A longitudinal study of the relationship between export activity and innovation in the Spanish firm: The moderating role of productivity,2012,10.1016/j.ibusrev.2011.09.010,https://doi.org/10.1016/j.ibusrev.2011.09.010,https://scholar.google.com/scholar?q=A%20longitudinal%20study%20of%20the%20relationship%20between%20export%20activity%20and%20innovation%20in%20the%20Spanish%20firm%3A%20The%20moderating%20role%20of%20productivity,https://openalex.org/works?search=A%20longitudinal%20study%20of%20the%20relationship%20between%20export%20activity%20and%20innovation%20in%20the%20Spanish%20firm%3A%20The%20moderating%20role%20of%20productivity,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2011.09.010
130,Do Export Status and Export Intensity Increase Firm Performance?,2011,10.1002/tie.20386,https://doi.org/10.1002/tie.20386,https://scholar.google.com/scholar?q=Do%20Export%20Status%20and%20Export%20Intensity%20Increase%20Firm%20Performance%3F,https://openalex.org/works?search=Do%20Export%20Status%20and%20Export%20Intensity%20Increase%20Firm%20Performance%3F,https://api.unpaywall.org/v2/10.1002%2Ftie.20386
137,Export behavior and productivity growth: Evidence from Italian manufacturing firms,2002,10.1007/bf02707654,https://doi.org/10.1007/bf02707654,https://scholar.google.com/scholar?q=Export%20behavior%20and%20productivity%20growth%3A%20Evidence%20from%20Italian%20manufacturing%20firms,https://openalex.org/works?search=Export%20behavior%20and%20productivity%20growth%3A%20Evidence%20from%20Italian%20manufacturing%20firms,https://api.unpaywall.org/v2/10.1007%2Fbf02707654
175,Configuring international entrepreneurial orientation and dynamic internationalization capability to predict international performance,2025,10.1016/j.ibusrev.2024.102275,https://doi.org/10.1016/j.ibusrev.2024.102275,https://scholar.google.com/scholar?q=Configuring%20international%20entrepreneurial%20orientation%20and%20dynamic%20internationalization%20capability%20to%20predict%20international%20performance,https://openalex.org/works?search=Configuring%20international%20entrepreneurial%20orientation%20and%20dynamic%20internationalization%20capability%20to%20predict%20international%20performance,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2024.102275
