priority_rank,seq,year,journal,title,doi,doi_link,google_scholar,icrv,dpl,fp_type,country_guess,pdf_status,source_url_or_pdf_path,pdf_filename,extraction_note,sample_size_n,converted_r,conversion_formula,reported_coefficient,t_value,p_value,effect_direction,model_type,study_period_start,study_period_end,notes_for_extractor,ready_for_r
1946,2046,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,Generous to a fault: Differential impact of CSR investments on financial gains in Indian market multinationals,10.1016/j.intman.2024.101142,https://doi.org/10.1016/j.intman.2024.101142,https://scholar.google.com/scholar?q=Generous%20to%20a%20fault%3A%20Differential%20impact%20of%20CSR%20investments%20on%20financial%20gains%20in%20Indian%20market%20multinationals,0,3,composite,,REPO_URL,https://doi.org/10.1016/j.intman.2024.101142,,NEED_R | NEED_N,,,,,,,,,,,source:wos,0
2028,2128,2025,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,The curvilinear relationship between digitalization and export propensity: The role of home country corruption in emerging economies,10.1016/j.techfore.2025.124043,https://doi.org/10.1016/j.techfore.2025.124043,https://scholar.google.com/scholar?q=The%20curvilinear%20relationship%20between%20digitalization%20and%20export%20propensity%3A%20The%20role%20of%20home%20country%20corruption%20in%20emergi,0,3,,,REPO_URL,https://doi.org/10.1016/j.techfore.2025.124043,,NEED_R | NEED_N | NEED_FP,,,,,,,,,,,source:wos,0
2041,2141,2025,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,Does being embedded in RTA networks promote firm productivity? Evidence from Chinese firms,10.1016/j.iref.2025.103973,https://doi.org/10.1016/j.iref.2025.103973,https://scholar.google.com/scholar?q=Does%20being%20embedded%20in%20RTA%20networks%20promote%20firm%20productivity%3F%20Evidence%20from%20Chinese%20firms,2,3,,,REPO_URL,https://doi.org/10.1016/j.iref.2025.103973,,NEED_R | NEED_N | NEED_FP,,,,,,,,panel,,,source:multi,0
2079,2179,2025,TRANSNATIONAL CORPORATIONS REVIEW,A firm-level analysis of the impact of foreign direct investment in research and development on the innovation output of Indian firms,10.1016/j.tncr.2025.200126,https://doi.org/10.1016/j.tncr.2025.200126,https://scholar.google.com/scholar?q=A%20firm-level%20analysis%20of%20the%20impact%20of%20foreign%20direct%20investment%20in%20research%20and%20development%20on%20the%20innovation%20output%20of,3,3,composite,,REPO_URL,https://doi.org/10.1016/j.tncr.2025.200126,,NEED_R | NEED_N,,,,,,,,,,,source:wos,0
2135,2235,2025,MARGIN-JOURNAL OF APPLIED ECONOMIC RESEARCH,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Implications,10.1177/00252921251401022,https://doi.org/10.1177/00252921251401022,https://scholar.google.com/scholar?q=Corporate%20Foreign%20Exchange%20Risk%20in%20India%3A%20Firm-level%20Evidence%20and%20Some%20Policy%20Implications,3,3,,,REPO_URL,https://doi.org/10.1177/00252921251401022,,NEED_R | NEED_N | NEED_FP,,,,,,,,,,,source:multi,0
2148,2248,2026,TECHNOVATION,Digital orientation and performance in innovative SMEs: exploring the (curvi)linear effects,10.1016/j.technovation.2026.103478,https://doi.org/10.1016/j.technovation.2026.103478,https://scholar.google.com/scholar?q=Digital%20orientation%20and%20performance%20in%20innovative%20SMEs%3A%20exploring%20the%20%28curvi%29linear%20effects,1,3,composite,,REPO_URL,https://doi.org/10.1016/j.technovation.2026.103478,,NEED_R | NEED_N,,,,,,,,panel,,,source:wos,0
2152,2252,2026,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,Technology-Enabled Cross-Border Entrepreneurship: The Role of Digital Platforms in SME Expansion Through the Lens of Institutional Theory,10.1002/tie.70093,https://doi.org/10.1002/tie.70093,https://scholar.google.com/scholar?q=Technology-Enabled%20Cross-Border%20Entrepreneurship%3A%20The%20Role%20of%20Digital%20Platforms%20in%20SME%20Expansion%20Through%20the%20Lens%20of%20Ins,1,3,composite,,REPO_URL,https://doi.org/10.1002/tie.70093,,NEED_R | NEED_N,,,,,,,,,,,source:wos,0
2176,2276,2026,ENERGY STRATEGY REVIEWS,The carbon cost of export-oriented growth: Firm-level evidence on embedded carbon emissions in China's light industry,10.1016/j.esr.2026.102215,https://doi.org/10.1016/j.esr.2026.102215,https://scholar.google.com/scholar?q=The%20carbon%20cost%20of%20export-oriented%20growth%3A%20Firm-level%20evidence%20on%20embedded%20carbon%20emissions%20in%20China%27s%20light%20industry,2,3,,,REPO_URL,https://doi.org/10.1016/j.esr.2026.102215,,NEED_R | NEED_N | NEED_FP,,,,,,,,,,,source:multi,0
2180,2280,2026,International Review of Economics and Finance,Corporate performance effects of digital empowerment under the Belt and Road Initiative: Evidence from M&A performance and green performance,10.1016/j.iref.2026.105315,https://doi.org/10.1016/j.iref.2026.105315,https://scholar.google.com/scholar?q=Corporate%20performance%20effects%20of%20digital%20empowerment%20under%20the%20Belt%20and%20Road%20Initiative%3A%20Evidence%20from%20M%26A%20performance%20a,2,3,productivity,,REPO_URL,https://doi.org/10.1016/j.iref.2026.105315,,NEED_R | NEED_N,,,,,,,,,,,source:scopus,0
2185,2285,2026,Journal of the Knowledge Economy,"Robots, Firms, and Regions: Explaining Spanish Manufacturing Firms’ Productivity and Exports",10.1007/s13132-026-03261-7,https://doi.org/10.1007/s13132-026-03261-7,https://scholar.google.com/scholar?q=Robots%2C%20Firms%2C%20and%20Regions%3A%20Explaining%20Spanish%20Manufacturing%20Firms%E2%80%99%20Productivity%20and%20Exports,1,3,,,REPO_URL,https://doi.org/10.1007/s13132-026-03261-7,,NEED_R | NEED_N | NEED_FP,,,,,,,,,,,source:scopus,0
2232,2332,2022,International Business Review,Performance feedback and export intensity of Chinese private firms: Moderating roles of institution-related factors,10.1016/j.ibusrev.2021.101948,https://doi.org/10.1016/j.ibusrev.2021.101948,https://scholar.google.com/scholar?q=Performance%20feedback%20and%20export%20intensity%20of%20Chinese%20private%20firms%3A%20Moderating%20roles%20of%20institution-related%20factors,2,3,composite,,REPO_URL,https://audencia.hal.science/hal-03628381,,NEED_R | NEED_N,,,,,,,,,,,source:scopus,0
2258,2358,2020,Journal of Business and Industrial Marketing,"International experience, commitment, distribution adaptation and performance: a study of Ghanaian firms in B2B export markets",10.1108/jbim-05-2019-0197,https://doi.org/10.1108/jbim-05-2019-0197,https://scholar.google.com/scholar?q=International%20experience%2C%20commitment%2C%20distribution%20adaptation%20and%20performance%3A%20a%20study%20of%20Ghanaian%20firms%20in%20B2B%20export%20m,3,3,composite,,REPO_URL,https://figshare.com/articles/journal_contribution/International_experience_commitment_distribution_adaptation_and_performance_a_study_of_Ghanaian_firms_in_B2B_export_markets/11733303,,NEED_R | NEED_N,,,,,,,,,,,source:scopus,0
2323,2423,2014,Thunderbird International Business Review,Do Foreign Firms in China Incur a Liability of Foreignness? The Local Chinese Firms' Perspective,10.1002/tie.21649,https://doi.org/10.1002/tie.21649,https://scholar.google.com/scholar?q=Do%20Foreign%20Firms%20in%20China%20Incur%20a%20Liability%20of%20Foreignness%3F%20The%20Local%20Chinese%20Firms%27%20Perspective,2,3,composite,,REPO_URL,https://espace.curtin.edu.au/bitstream/20.500.11937/33253/2/193747_193747.pdf,,NEED_R | NEED_N,,,,,,,,,,,source:scopus,0
2415,2515,2004,Review of International Economics,"Entry, expansion, and intensity in the US export boom, 1987-1992",10.1111/j.1467-9396.2004.00473.x,https://doi.org/10.1111/j.1467-9396.2004.00473.x,https://scholar.google.com/scholar?q=Entry%2C%20expansion%2C%20and%20intensity%20in%20the%20US%20export%20boom%2C%201987-1992,1,2,,,REPO_URL,https://www2.census.gov/ces/wp/2001/CES-WP-01-09.pdf,,NEED_R | NEED_N | NEED_FP,,,,,,,,,,,source:scopus,0
2423,2523,2003,Review of Development Economics,"Exports, returns to scale, and total factor productivity: The case of Taiwanese manufacturing industries",10.1111/1467-9361.00186,https://doi.org/10.1111/1467-9361.00186,https://scholar.google.com/scholar?q=Exports%2C%20returns%20to%20scale%2C%20and%20total%20factor%20productivity%3A%20The%20case%20of%20Taiwanese%20manufacturing%20industries,1,2,productivity,,REPO_URL,https://papers.ssrn.com/sol3/Delivery.cfm/rode_186.pdf?abstractid=411192&mirid=1&type=2,,NEED_R | NEED_N,,,,,,,,,,,source:scopus,0
2433,2533,2000,Acta Oeconomica,Foreign capital and economic development in Hungary,10.1556/aoecon.51.2000-2001.3.4,https://doi.org/10.1556/aoecon.51.2000-2001.3.4,https://scholar.google.com/scholar?q=Foreign%20capital%20and%20economic%20development%20in%20Hungary,2,2,composite,,REPO_URL,http://real.mtak.hu/47193/1/aoecon.51.2000-2001.3.4.pdf,,NEED_R | NEED_N,,,,,,,,,,,source:scopus,0
290,472,2021,JOURNAL OF BUSINESS RESEARCH,Export status and SME productivity: Learning-to-export versus learning-by-exporting,10.1016/j.jbusres.2021.02.026,https://doi.org/10.1016/j.jbusres.2021.02.026,https://scholar.google.com/scholar?q=Export%20status%20and%20SME%20productivity%3A%20Learning-to-export%20versus%20learning-by-exporting,,3,productivity,TO_EXTRACT,REPO_URL,https://eprints.whiterose.ac.uk/171181/1/Gkypali%20Love%20and%20Roper%20final.pdf,,NEED_R | NEED_N | NEED_ICRV,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),,,,,,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO
291,474,2020,JOURNAL OF BUSINESS RESEARCH,Exploring the exporting-downsizing link: Does the type of export strategy and firm efficiency in foreign markets matter?,10.1016/j.jbusres.2019.10.074,https://doi.org/10.1016/j.jbusres.2019.10.074,https://scholar.google.com/scholar?q=Exploring%20the%20exporting-downsizing%20link%3A%20Does%20the%20type%20of%20export%20strategy%20and%20firm%20efficiency%20in%20foreign%20markets%20matter%3F,,3,Efficiency,TO_EXTRACT,REPO_URL,http://hdl.handle.net/10016/33635,,NEED_R | NEED_N | NEED_ICRV,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),,,,,,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO
479,579,2004,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,Internationalization of private firms: environmental turbulence and organizational strategies and resources,10.1080/0898562042000231929,https://doi.org/10.1080/0898562042000231929,https://scholar.google.com/scholar?q=Internationalization%20of%20private%20firms%3A%20environmental%20turbulence%20and%20organizational%20strategies%20and%20resources,,2,composite,,REPO_URL,https://durham-repository.worktribe.com/output/1540608,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
650,750,2011,INTERNATIONAL BUSINESS REVIEW,Linking market orientation to international market selection and international performance,10.1016/j.ibusrev.2010.10.003,https://doi.org/10.1016/j.ibusrev.2010.10.003,https://scholar.google.com/scholar?q=Linking%20market%20orientation%20to%20international%20market%20selection%20and%20international%20performance,,3,composite,,REPO_URL,https://core.ac.uk/display/41381651,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
664,764,2012,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,"Organisational learning capability, product innovation performance and export intensity",10.1080/09537325.2012.674672,https://doi.org/10.1080/09537325.2012.674672,https://scholar.google.com/scholar?q=Organisational%20learning%20capability%2C%20product%20innovation%20performance%20and%20export%20intensity,,3,composite,,REPO_URL,http://hdl.handle.net/10234/63772,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
724,824,2013,JOURNAL OF MANAGEMENT,Geographic and Product Diversification in Charitable Organizations,10.1177/0149206311398135,https://doi.org/10.1177/0149206311398135,https://scholar.google.com/scholar?q=Geographic%20and%20Product%20Diversification%20in%20Charitable%20Organizations,,3,productivity,,REPO_URL,http://hdl.handle.net/10397/9393,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,panel,,,source:wos,0
912,1012,2015,REVIEW OF WORLD ECONOMICS,"Foreign market experience, learning by hiring and firm export performance",10.1007/s10290-015-0224-y,https://doi.org/10.1007/s10290-015-0224-y,https://scholar.google.com/scholar?q=Foreign%20market%20experience%2C%20learning%20by%20hiring%20and%20firm%20export%20performance,,3,composite,,REPO_URL,http://www.mtk.ut.ee/sites/default/files/mtk/RePEc/mtk/febpdf/febawb95.pdf,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
991,1091,2016,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,"Capital investment, internationalization, and firm performance: Evidence from Southeast Asian countries",10.2139/ssrn.2703930,https://doi.org/10.2139/ssrn.2703930,https://scholar.google.com/scholar?q=Capital%20investment%2C%20internationalization%2C%20and%20firm%20performance%3A%20Evidence%20from%20Southeast%20Asian%20countries,,3,composite,,REPO_URL,https://doi.org/10.2139/ssrn.2703930,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:multi,0
1099,1199,2017,HELIX,Examining drivers of e-commerce marketing capabilities and their impact on export venture e-commerce performance and export market growth: mediating role of efficiencies,10.29042/2017-2141-2149,https://doi.org/10.29042/2017-2141-2149,https://scholar.google.com/scholar?q=Examining%20drivers%20of%20e-commerce%20marketing%20capabilities%20and%20their%20impact%20on%20export%20venture%20e-commerce%20performance%20and%20exp,,3,composite,,REPO_URL,https://doi.org/10.29042/2017-2141-2149,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
1160,1260,2018,JOURNAL OF BUSINESS RESEARCH,International diversification and firm performance in the post-acquisition period: A resource dependence perspective,10.1016/j.jbusres.2018.02.025,https://doi.org/10.1016/j.jbusres.2018.02.025,https://scholar.google.com/scholar?q=International%20diversification%20and%20firm%20performance%20in%20the%20post-acquisition%20period%3A%20A%20resource%20dependence%20perspective,,3,composite,,REPO_URL,http://repository.essex.ac.uk/21647/1/JBR%20paper%202nd%20RR%20final-proofread-13-2-18.pdf,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
1250,1350,2019,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,Human capital and exports: A micro-level analysis of transition countries,10.1080/09638199.2019.1603319,https://doi.org/10.1080/09638199.2019.1603319,https://scholar.google.com/scholar?q=Human%20capital%20and%20exports%3A%20A%20micro-level%20analysis%20of%20transition%20countries,,3,,,REPO_URL,https://pureportal.coventry.ac.uk/en/publications/c33741c0-b5b1-4ff5-aa87-07ab0a9d8b7c,,NEED_R | NEED_N | NEED_ICRV | NEED_FP,,,,,,,,logit_probit,,,source:wos,0
1439,1539,2021,CORNELL HOSPITALITY QUARTERLY,The Effect of Internationalization on Firm Performance: A Moderating Role of Heterogeneity in TMTs' Nationality,10.1177/1938965520958703,https://doi.org/10.1177/1938965520958703,https://scholar.google.com/scholar?q=The%20Effect%20of%20Internationalization%20on%20Firm%20Performance%3A%20A%20Moderating%20Role%20of%20Heterogeneity%20in%20TMTs%27%20Nationality,,3,composite,,REPO_URL,https://scholarsphere.psu.edu/resources/2823e7e9-6fc8-4b2b-b558-382c78654183,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:multi,0
1579,1679,2021,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,Environmental commitment and innovation as catalysts for export performance in family firms,10.1016/j.techfore.2021.121085,https://doi.org/10.1016/j.techfore.2021.121085,https://scholar.google.com/scholar?q=Environmental%20commitment%20and%20innovation%20as%20catalysts%20for%20export%20performance%20in%20family%20firms,,3,composite,,REPO_URL,http://hdl.handle.net/2436/624311,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
1606,1706,2022,BRITISH JOURNAL OF MANAGEMENT,Exporting by Private Equity-Backed Portfolio Companies,10.1111/1467-8551.12566,https://doi.org/10.1111/1467-8551.12566,https://scholar.google.com/scholar?q=Exporting%20by%20Private%20Equity-Backed%20Portfolio%20Companies,,3,sales_growth,,REPO_URL,https://eprints.whiterose.ac.uk/179658/3/R%26R4_Manuscript_finala.pdf,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
1619,1719,2022,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,Home-market economic development as a moderator of the self-selection and learning-by-exporting effects,10.1057/s41267-021-00481-8,https://doi.org/10.1057/s41267-021-00481-8,https://scholar.google.com/scholar?q=Home-market%20economic%20development%20as%20a%20moderator%20of%20the%20self-selection%20and%20learning-by-exporting%20effects,,3,,,REPO_URL,https://research.birmingham.ac.uk/en/publications/c5ffabba-ec7c-4ef1-94d9-4ba99961335b,,NEED_R | NEED_N | NEED_ICRV | NEED_FP,,,,,,,,,,,source:multi,0
1676,1776,2023,INTERNATIONAL MARKETING REVIEW,When does export customer responsiveness strategy contribute to export market competitive advantage?,10.1108/imr-02-2022-0043,https://doi.org/10.1108/imr-02-2022-0043,https://scholar.google.com/scholar?q=When%20does%20export%20customer%20responsiveness%20strategy%20contribute%20to%20export%20market%20competitive%20advantage%3F,,3,sales_growth,,REPO_URL,https://figshare.com/articles/journal_contribution/When_does_export_customer_responsiveness_strategy_contribute_to_export_market_competitive_advantage_/19811053,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
1782,1882,2023,JOURNAL OF INTERNATIONAL MANAGEMENT,Unpacking the relationship between post-entry speed of internationalization and export performance of SMEs: A capability-building perspective,10.1016/j.intman.2022.100982,https://doi.org/10.1016/j.intman.2022.100982,https://scholar.google.com/scholar?q=Unpacking%20the%20relationship%20between%20post-entry%20speed%20of%20internationalization%20and%20export%20performance%20of%20SMEs%3A%20A%20capability,,3,composite,,REPO_URL,https://doi.org/10.1016/j.intman.2022.100982,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
1835,1935,2023,INTERNATIONAL BUSINESS REVIEW,"Digitalization, internationalization, and firm performance: A resource-orchestration perspective on new OLI advantages",10.1016/j.ibusrev.2023.102135,https://doi.org/10.1016/j.ibusrev.2023.102135,https://scholar.google.com/scholar?q=Digitalization%2C%20internationalization%2C%20and%20firm%20performance%3A%20A%20resource-orchestration%20perspective%20on%20new%20OLI%20advantages,,3,composite,,REPO_URL,https://doi.org/10.1016/j.ibusrev.2023.102135,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:multi,0
1864,1964,2024,JOURNAL OF WORLD BUSINESS,The interplay of international alliance and subsidiary portfolios: Implications for firms' innovation and financial performance,10.1016/j.jwb.2023.101500,https://doi.org/10.1016/j.jwb.2023.101500,https://scholar.google.com/scholar?q=The%20interplay%20of%20international%20alliance%20and%20subsidiary%20portfolios%3A%20Implications%20for%20firms%27%20innovation%20and%20financial%20perf,,3,composite,,REPO_URL,https://www.sciencedirect.com/science/article/am/pii/S1090951623000755,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:multi,0
1866,1966,2023,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,"Firm certification and export performance: the case of the ""SME Leader"" label",10.1108/arla-05-2023-0073,https://doi.org/10.1108/arla-05-2023-0073,https://scholar.google.com/scholar?q=Firm%20certification%20and%20export%20performance%3A%20the%20case%20of%20the%20%22SME%20Leader%22%20label,,3,composite,,REPO_URL,https://hdl.handle.net/11328/5197,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
1882,1982,2023,HELIYON,A clean road to international trade: Environmental regulations and the cleanliness of export enterprises,10.2139/ssrn.4484472,https://doi.org/10.2139/ssrn.4484472,https://scholar.google.com/scholar?q=A%20clean%20road%20to%20international%20trade%3A%20Environmental%20regulations%20and%20the%20cleanliness%20of%20export%20enterprises,,3,,,REPO_URL,http://dx.doi.org/10.2139/ssrn.4484472,,NEED_R | NEED_N | NEED_ICRV | NEED_FP,,,,,,,,,,,source:wos,0
1956,2056,2024,JOURNAL OF INTERNATIONAL MANAGEMENT,The impact of liability of foreignness on performance in hybrid organizations,10.1016/j.intman.2024.101133,https://doi.org/10.1016/j.intman.2024.101133,https://scholar.google.com/scholar?q=The%20impact%20of%20liability%20of%20foreignness%20on%20performance%20in%20hybrid%20organizations,,3,composite,,REPO_URL,https://doi.org/10.1016/j.intman.2024.101133,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
2044,2144,2025,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,"What drives SME export intensity in transition economies? The role of infrastructure, digitalisation and innovation capabilities",10.1016/j.techfore.2025.124123,https://doi.org/10.1016/j.techfore.2025.124123,https://scholar.google.com/scholar?q=What%20drives%20SME%20export%20intensity%20in%20transition%20economies%3F%20The%20role%20of%20infrastructure%2C%20digitalisation%20and%20innovation%20capa,,3,,,REPO_URL,https://doi.org/10.1016/j.techfore.2025.124123,,NEED_R | NEED_N | NEED_ICRV | NEED_FP,,,,,,,,,,,source:multi,0
2085,2185,2025,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,Old but Sold? Innovation Through Tradition Strategy for Export and the Role of Family Involvement,10.1111/jpim.12796,https://doi.org/10.1111/jpim.12796,https://scholar.google.com/scholar?q=Old%20but%20Sold%3F%20Innovation%20Through%20Tradition%20Strategy%20for%20Export%20and%20the%20Role%20of%20Family%20Involvement,,3,composite,,REPO_URL,https://doi.org/10.1111/jpim.12796,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
2149,2249,2026,JOURNAL OF INTERNATIONAL MARKETING,Juggling Markets and Products: How Does Ambidexterity Impact Export Performance?,10.1177/1069031x251408340,https://doi.org/10.1177/1069031x251408340,https://scholar.google.com/scholar?q=Juggling%20Markets%20and%20Products%3A%20How%20Does%20Ambidexterity%20Impact%20Export%20Performance%3F,,3,composite,,REPO_URL,https://doi.org/10.1177/1069031x251408340,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:wos,0
2191,2291,2025,Journal of Open Innovation Technology Market and Complexity,"Export promotion programs and firm performance: Linking knowledge, commitment, and market strategy to enhance competitiveness",10.1016/j.joitmc.2025.100479,https://doi.org/10.1016/j.joitmc.2025.100479,https://scholar.google.com/scholar?q=Export%20promotion%20programs%20and%20firm%20performance%3A%20Linking%20knowledge%2C%20commitment%2C%20and%20market%20strategy%20to%20enhance%20competitiv,,3,composite,,REPO_URL,https://doi.org/10.1016/j.joitmc.2025.100479,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
2197,2297,2024,Heliyon,Industry clusters and firm performance: Evidence from the leather product industry in Addis Ababa,10.1016/j.heliyon.2024.e39486,https://doi.org/10.1016/j.heliyon.2024.e39486,https://scholar.google.com/scholar?q=Industry%20clusters%20and%20firm%20performance%3A%20Evidence%20from%20the%20leather%20product%20industry%20in%20Addis%20Ababa,,3,composite,,REPO_URL,https://doi.org/10.1016/j.heliyon.2024.e39486,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,sem,,,source:scopus,0
2244,2344,2021,Journal of Business Economics,Commitment to exporting as an antecedent of organizational skills and firm performance,10.1007/s11573-021-01028-x,https://doi.org/10.1007/s11573-021-01028-x,https://scholar.google.com/scholar?q=Commitment%20to%20exporting%20as%20an%20antecedent%20of%20organizational%20skills%20and%20firm%20performance,,3,composite,,REPO_URL,http://hdl.handle.net/10198/23835,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
2305,2405,2017,International Journal of Wine Business Research,Internationalization vs family ownership and management: the case of Portuguese wine firms,10.1108/ijwbr-10-2016-0034,https://doi.org/10.1108/ijwbr-10-2016-0034,https://scholar.google.com/scholar?q=Internationalization%20vs%20family%20ownership%20and%20management%3A%20the%20case%20of%20Portuguese%20wine%20firms,,3,composite,,REPO_URL,http://hdl.handle.net/11328/1852,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,panel,,,source:scopus,0
2344,2444,2013,Journal of Hospitality Financial Management,Financial performance and internationalization in the U.S. restaurant industry: A simultaneous perspective and analysis,10.1080/10913211.2013.861229,https://doi.org/10.1080/10913211.2013.861229,https://scholar.google.com/scholar?q=Financial%20performance%20and%20internationalization%20in%20the%20U.S.%20restaurant%20industry%3A%20A%20simultaneous%20perspective%20and%20analysis,,3,composite,,REPO_URL,https://stars.library.ucf.edu/ucfscholar/333,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
2362,2462,2011,International Journal on Food System Dynamics,Internationalization and Firm Performance in Agribusiness: Empirical Evidence from European Cooperatives,10.18461/ijfsd.v2i1.216,https://doi.org/10.18461/ijfsd.v2i1.216,https://scholar.google.com/scholar?q=Internationalization%20and%20Firm%20Performance%20in%20Agribusiness%3A%20Empirical%20Evidence%20from%20European%20Cooperatives,,3,composite,,REPO_URL,https://doi.org/10.18461/ijfsd.v2i1.216,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
2387,2487,2008,Organization Science,Alliance portfolio internationalization and firm performance,10.1287/orsc.1070.0341,https://doi.org/10.1287/orsc.1070.0341,https://scholar.google.com/scholar?q=Alliance%20portfolio%20internationalization%20and%20firm%20performance,,2,composite,,REPO_URL,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1027130_code663947.pdf?abstractid=1027130&mirid=1,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
2394,2494,2007,Journal of International Business Studies,Internationalization and the performance of born-global SMEs: The mediating role of social networks,10.1057/palgrave.jibs.8400282,https://doi.org/10.1057/palgrave.jibs.8400282,https://scholar.google.com/scholar?q=Internationalization%20and%20the%20performance%20of%20born-global%20SMEs%3A%20The%20mediating%20role%20of%20social%20networks,,2,composite,,REPO_URL,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2260506_code1051326.pdf?abstractid=2260506&mirid=3,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
2414,2514,2004,Journal of Economic Surveys,How domestic and foreign firms differ and why does it matter?,10.1111/j.0950-0804.2004.00228.x,https://doi.org/10.1111/j.0950-0804.2004.00228.x,https://scholar.google.com/scholar?q=How%20domestic%20and%20foreign%20firms%20differ%20and%20why%20does%20it%20matter%3F,,2,composite,,REPO_URL,https://research.wu.ac.at/files/18958642/document.pdf,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
2422,2522,2003,Journal of Small Business and Enterprise Development,Company performance and objectives reported by first and multi-generation family companies: A research note,10.1108/14626000310461231,https://doi.org/10.1108/14626000310461231,https://scholar.google.com/scholar?q=Company%20performance%20and%20objectives%20reported%20by%20first%20and%20multi-generation%20family%20companies%3A%20A%20research%20note,,2,composite,,REPO_URL,https://durham-repository.worktribe.com/output/1562938,,NEED_R | NEED_N | NEED_ICRV,,,,,,,,,,,source:scopus,0
8,116,2013,JOURNAL OF WINE ECONOMICS,"Intangibles, Export Intensity, and Company Performance in the French Wine Industry",10.1017/jwe.2013.27,https://doi.org/10.1017/jwe.2013.27,https://scholar.google.com/scholar?q=Intangibles%2C%20Export%20Intensity%2C%20and%20Company%20Performance%20in%20the%20French%20Wine%20Industry,1,3,,France,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),,,,,,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO
